Cobbler,/ˈkäblər/,A person who mends shoes as a job.,,,"An iced drink made with wine or sherry, sugar, and lemon.","""Sherry cobbler.""",,"A dessert consisting of fruit baked in a deep dish with a thick, cake-like crust on top.","""Apricot cobbler.""",,[sound:AUDIO-Cobbler.mp3],
Cocksure,/ˌkäkˈSHo͝or/,Presumptuously or arrogantly confident.,"""The cocksure golf prodigy from california.""","Arrogant, conceited, overconfident, overweening, cocky, smug, haughty, supercilious, disdainful, lofty, patronizing, proud, vain, vainglorious, self-important, swollen-headed, egotistical, presumptuous, lordly, pompous, blustering, boastful, brash, self-assertive, opinionated, bold, forward, insolent.",,,,,,,[sound:AUDIO-Cocksure.mp3],
Coda,/ˈkōdə/,"The concluding passage of a piece or movement, typically forming an addition to the basic structure.","""The first movement ends with a fortissimo coda.""","Appendix, addendum, end matter, tailpiece, codicil, rider, postscript, addition, extension, coda, sequel.",,,,,,,[sound:AUDIO-Coda.mp3],
Coddle,/ˈkädl/,Treat in an indulgent or overprotective way.,"""I was coddled and cosseted.""","Pamper, cosset, mollycoddle, wait on someone hand and foot, cater to someone's every whim.",Cook (an egg) in water below boiling point.,"""You may have your eggs scrambled, poached, coddled, or boiled.""",,,,,[sound:AUDIO-Coddle.mp3],
Codicil,/ˈkädəˌsəl/,"An addition or supplement that explains, modifies, or revokes a will or part of one.","""Francis has remembered him in a codicil to this will.""","Appendix, codicil, postscript, afterword, tailpiece, rider, coda, supplement, accompaniment.",,,,,,,[sound:AUDIO-Codicil.mp3],
Coerce,/kōˈərs/,Persuade (an unwilling person) to do something by using force or threats.,"""They were coerced into silence.""","Pressure, pressurize, bring pressure to bear on, use pressure on, put pressure on, constrain, lean on, press, push.",,,,,,,[sound:AUDIO-Coerce.mp3],
Coercion,/kōˈərZHən/,The practice of persuading someone to do something by using force or threats.,"""Our problem cannot be solved by any form of coercion but only by agreement.""","Force, compulsion, constraint, duress, oppression, enforcement, harassment, intimidation, threats, insistence, demand, arm-twisting, pressure, pressurization, influence.",,,,,,,[sound:AUDIO-Coercion.mp3],
Coercive,/kōˈərsiv/,Relating to or using force or threats.,"""Coercive measures.""","Overbearing, authoritarian, imperious, high-handed, high and mighty, autocratic, autarchic.",,,,,,,[sound:AUDIO-Coercive.mp3],
Coeval,/ˌkōˈēv(ə)l/,A person of roughly the same age as oneself; a contemporary.,"""Like so many of his coevals, he yearned for stability.""","Peer, equal, contemporary, brother.",,,,,,,[sound:AUDIO-Coeval.mp3],
Coffer,/ˈkôfər/,A strongbox or small chest for holding valuables.,"""A battered leather coffer sealed with a waxen crest.""","Strongbox, money box, cash box, money chest, treasure chest, casket, trunk, box, safe, safety-deposit box, safe-deposit box, repository.",A recessed panel in a ceiling.,,,,,,[sound:AUDIO-Coffer.mp3],
Cogent,/ˈkōjənt/,"(of an argument or case) clear, logical, and convincing.","""They put forward cogent arguments for british membership.""","Convincing, compelling, strong, forceful, powerful, potent, weighty.",,,,,,,[sound:AUDIO-Cogent.mp3],
Cogitate,/ˈkäjəˌtāt/,Think deeply about something; meditate or reflect.,"""He stroked his beard and retired to cogitate.""","Think, think about, contemplate, consider, give thought to, give consideration to, mull over, meditate, meditate on, muse, muse on, ponder, ponder on, ponder over, reflect, reflect on, deliberate, deliberate about, deliberate on, ruminate, ruminate about, ruminate on, ruminate over, dwell on, brood, brood on, brood over, agonize, agonize over, worry, worry about, chew over, puzzle, puzzle over, speculate about, weigh up, revolve, turn over in one's mind, review, study, be in a brown study.",,,,,,,[sound:AUDIO-Cogitate.mp3],
Cognate,/ˈkäɡˌnāt/,A cognate word.,,,A blood relative.,"""All distinction between agnates and cognates in matters of succession had been abolished at the very time when the great collection of roman law had been assembled and codified.""",,,,,[sound:AUDIO-Cognate.mp3],
Cognizant,/ˈkäɡnəzənt/,Having knowledge or being aware of.,"""Statesmen must be cognizant of the political boundaries within which they work.""","Aware, conscious, apprised, abreast.",,,,,,,[sound:AUDIO-Cognizant.mp3],
Cohere,/kōˈhir/,Be united; form a whole.,"""Our mixed physical and spiritual natures cohere and mature.""","Stick together, hold together, be united, bind, cling, fuse, form a whole.",(of an argument or theory) be logically consistent.,"""This view does not cohere with their other beliefs.""","Be consistent, hang together.",,,,[sound:AUDIO-Cohere.mp3],
Coherence,/ˌkōˈhirəns/,The quality of being logical and consistent.,"""This raises further questions on the coherence of state policy.""","Consistency, logicality, good sense, soundness, organization, orderliness, unity.",The quality of forming a unified whole.,"""The group began to lose coherence and the artists took separate directions.""",,,,,[sound:AUDIO-Coherence.mp3],
Cohesive,/kōˈhēsiv/,Characterized by or causing cohesion.,"""Each parish was formerly a cohesive unit.""","Sticky, sticking, adhering, adherent, clinging, tacky, gluey, gummy, gummed, cohesive, viscous, viscid, glutinous, mucilaginous.",,,,,,,[sound:AUDIO-Cohesive.mp3],
Cohort,/ˈkōˌhôrt/,A group of people banded together or treated as a group.,"""Examples of cohorts commonly used in sociological research include birth cohorts (a group of people born during the same period of time, like a generation) and educational cohorts (a group of people who begin schooling or an educational program at the same time, like this year's freshman class of college students).""",,,,,,,,[sound:AUDIO-Cohort.mp3],https://www.thoughtco.com/what-is-a-cohort-3026143
Coiffure,/kwäˈfyo͝or/,"A person's hairstyle, typically an elaborate one.","""Diana's intricately braided coiffure.""","Haircut, cut, style, hair, coiffure.",,,,,,,[sound:AUDIO-Coiffure.mp3],
Coin,/koin/,Make (coins) by stamping metal.,"""Guineas and half-guineas were coined.""","Mint, stamp, stamp out, strike, cast, punch, die, mould, forge, make, manufacture, produce.",Invent or devise (a new word or phrase).,"""He coined the term “desktop publishing.”.""","Invent, create, make up, devise, conceive, originate, think up, dream up, formulate, fabricate.",,,,[sound:AUDIO-Coin.mp3],
Coincide,/ˌkōənˈsīd/,Occur at or during the same time.,"""Publication is timed to coincide with a major exhibition.""","Occur simultaneously, happen together, happen at the same time, be concurrent, coexist, concur.",,,,,,,[sound:AUDIO-Coincide.mp3],
Coincidence,/kōˈinsədəns/,A remarkable concurrence of events or circumstances without apparent causal connection.,"""They met by coincidence.""","Accident, chance, serendipity, fate, a twist of fate, destiny, fortuity, fortune, providence, freak, hazard.",Correspondence in nature or in time of occurrence.,"""The coincidence of interest between the mining companies and certain politicians.""","Co-occurrence, coexistence, conjunction, simultaneity, simultaneousness, contemporaneity, contemporaneousness, concomitance, synchronicity, synchrony.","The presence of ionizing particles or other objects in two or more detectors simultaneously, or of two or more signals simultaneously in a circuit.",,,[sound:AUDIO-Coincidence.mp3],
Collaborate,/kəˈlabəˌrāt/,"Work jointly on an activity, especially to produce or create something.","""He collaborated with a distinguished painter on the designs.""","Cooperate, join, join up, join forces, team up, get together, come together, band together, work together, work jointly, participate, unite, combine, merge, link, ally, associate, amalgamate, integrate, form an alliance, pool resources, club together.",,,,,,,[sound:AUDIO-Collaborate.mp3],
Collage,/kəˈläZH/,A piece of art made by sticking various different materials such as photographs and pieces of paper or fabric on to a backing.,"""The children made a collage from magazine cuttings.""",,,,,,,,[sound:AUDIO-Collage.mp3],
Collapse,/kəˈlaps/,An instance of a structure falling down or in.,"""The collapse of a railroad bridge.""","Cave-in, giving way, subsidence, crumbling, disintegration.","(of a person) fall down and become unconscious, typically through illness or injury.","""He collapsed from loss of blood.""","Faint, pass out, black out, lose consciousness, fall unconscious, keel over.",(of an institution or undertaking) fail suddenly and completely.,"""In the face of such resolve his opposition finally collapsed.""","Break down, fail, fall through, fold, founder, fall flat, miscarry, go wrong, come to nothing, come to grief, be frustrated, be unsuccessful, not succeed, disintegrate.",[sound:AUDIO-Collapse.mp3],
Collate,/kəˈlāt/,"Collect and combine (texts, information, or sets of figures) in proper order.","""All the information obtained is being collated.""","Collect, gather, accumulate, assemble.",Appoint (a member of the clergy) to a benefice.,,,,,,[sound:AUDIO-Collate.mp3],
Collateral,/kəˈladərəl/,Additional but subordinate; secondary.,"""The collateral meanings of a word.""","Incidental, accidental, unintended, secondary, subordinate, ancillary, collateral, concomitant, accompanying, contingent, resulting, resultant, consequential, derived, derivative.",Descended from the same stock but by a different line.,"""A collateral descendant of george washington.""",,Situated side by side; parallel.,"""Collateral veins.""","Side by side, aligned, collateral, equidistant.",[sound:AUDIO-Collateral.mp3],
Colleague,/ˈkälēɡ/,A person with whom one works in a profession or business.,"""The man was not well liked by his colleagues.""","Fellow worker, workmate, teammate, co-worker, associate, partner, co-partner, collaborator, ally, comrade, companion, confederate.",,,,,,,[sound:AUDIO-Colleague.mp3],
Collective,/kəˈlektiv/,A cooperative enterprise.,"""The anarchist collective and bookshop.""","Collective, cooperative, co-op, community, communal settlement, kibbutz, fellowship.",,,,,,,[sound:AUDIO-Collective.mp3],
Collector,/kəˈlektər/,"A person who collects things of a specified type, professionally or as a hobby.","""An art collector.""","Penny-pincher, pinchpenny, niggard, cheese-parer, scrooge.",An official who is responsible for collecting money.,"""A tax collector.""","Messenger, courier, errand boy, messenger boy.",(in some South Asian countries) the chief administrative official of a district.,"""Praveen Garg, district collector of Khandwa, after visiting the area announced that district administration would undertake the revival initiatives.""",,[sound:AUDIO-Collector.mp3],
Collegian,/kəˈlējən/,"A member of a college, especially within a university.",,,,,,,,,[sound:AUDIO-Collegian.mp3],
Collide,/kəˈlīd/,Hit with force when moving.,"""She collided with someone.""","Crash, crash into, come into collision, come into collision with, bang, bang into, slam, slam into, impact, impact with.",,,,,,,[sound:AUDIO-Collide.mp3],
Collier,/ˈkälyər/,A coal miner.,,,A ship carrying coal.,,,,,,[sound:AUDIO-Collier.mp3],
Collision,/kəˈliZHən/,An instance of one moving object or person striking violently against another.,"""A midair collision between two aircraft.""","Crash, accident, smash, bump, knock, impact, hit, strike, clash.",An event of two or more records being assigned the same identifier or location in memory.,,,,,,[sound:AUDIO-Collision.mp3],
Colloquial,/kəˈlōkwēəl/,(of language) used in ordinary or familiar conversation; not formal or literary.,"""Colloquial and everyday language.""","Informal, conversational, everyday, casual, non-literary.",,,,,,,[sound:AUDIO-Colloquial.mp3],
Colloquy,/ˈkäləˌkwē/,A conversation.,"""They broke off their colloquy at once.""","Conversation, talk, communication, interchange, discourse, argument.",A gathering for discussion of theological questions.,"""Students attend colloquies and seminars in their chosen fields of study.""","Meeting, assembly, gathering, conference, seminar, convention, colloquy, convocation, congress, rally, council, symposium, conclave, congregation, synod, diet.",,,,[sound:AUDIO-Colloquy.mp3],
Collude,/kəˈlo͞od/,Cooperate in a secret or unlawful way in order to deceive or gain an advantage over others.,"""The president accused his opponents of colluding with foreigners.""","Conspire, connive, intrigue, be hand in glove, plot, participate in a conspiracy, collaborate, scheme.",,,,,,,[sound:AUDIO-Collude.mp3],
Collusion,/kəˈlo͞oZHən/,"Secret or illegal cooperation or conspiracy, especially in order to cheat or deceive others.","""The armed forces were working in collusion with drug traffickers.""","Conspiracy, connivance, complicity, intrigue, plotting, secret understanding, collaboration, scheming.",,,,,,,[sound:AUDIO-Collusion.mp3],
Color,/ˈkələr/,"Change the color of (something) by painting, dyeing, or shading it.","""He colored her hair with a selection of blonde and brown shades.""","Tint, dye, tinge, shade, pigment, stain, colour-wash, colour in, paint.",(of a person or their skin) show embarrassment or shame by becoming red; blush.,"""Everyone stared at him, and he colored slightly.""","Blush, redden, go pink, go red, turn crimson, turn red, turn scarlet, flush, crimson.","Influence, especially in a negative way; distort.","""The experiences had colored her whole existence.""","Influence, affect, slant, taint, pervert, warp, twist, skew, distort, bias, prejudice, poison.",[sound:AUDIO-Color.mp3],
Colossal,/kəˈläsəl/,Extremely large.,"""A colossal amount of mail.""","Huge, massive, enormous, gigantic, very big, very large, great, giant, mammoth, vast, cosmic, immense, tremendous, mighty, stupendous, monumental, epic, prodigious, mountainous, monstrous, titanic, towering, elephantine, king-sized, king-size, gargantuan, herculean, brobdingnagian.",,,,,,,[sound:AUDIO-Colossal.mp3],
Colossus,/kəˈläsəs/,A statue that is much bigger than life size.,"""Two statues known as the colossi of Memnon.""",,,,,,,,[sound:AUDIO-Colossus.mp3],
Combatant,/kəmˈbatnt/,Engaged in fighting during a war.,"""All the combatant armies went to war with machine guns.""","Warring, at war, opposing, contending, belligerent, combating, fighting, battling, conflicting, clashing.",,,,,,,[sound:AUDIO-Combatant.mp3],
Combustion,/kəmˈbəsCH(ə)n/,The process of burning something.,"""The combustion of fossil fuels.""","Burning, firing, kindling, igniting, ignition.",,,,,,,[sound:AUDIO-Combustion.mp3],
Comely,/ˈkəmlē/,(typically of a woman) pleasant to look at; attractive.,"""The comely italian actress valeria golino.""","Attractive, good-looking, nice-looking, beautiful, pretty, handsome, lovely, stunning, striking, arresting, gorgeous, prepossessing, winning, fetching, captivating, bewitching, beguiling, engaging, charming, charismatic, enchanting, appealing, delightful, irresistible.",,,,,,,[sound:AUDIO-Comely.mp3],
Comestible,/kəˈmestəbəl/,Edible.,"""Comestible plants.""","Juicy, moist, luscious, lush, fleshy, pulpy, soft, tender, fresh, ripe.",,,,,,,[sound:AUDIO-Comestible.mp3],
Comical,/ˈkämək(ə)l/,Amusing.,"""A series of comical misunderstandings.""","Funny, comic, humorous, droll, chucklesome, witty, waggish, facetious, light-hearted, jocular, hilarious, hysterically funny.",,,,,,,[sound:AUDIO-Comical.mp3],
Comity,/ˈkämədē/,An association of nations for their mutual benefit.,,"Friendship, friendliness, peace, peacefulness, peaceableness, harmony, harmoniousness, understanding, accord, concord, concurrence, cooperation, amicableness, goodwill, cordiality, warmth, geniality, fellowship, fraternity, brotherhood, brotherliness.",Courtesy and considerate behavior toward others.,"""A show of public comity in the white house.""","Courtesy, courteousness, politeness, good manners, mannerliness, gentlemanliness, chivalry, gallantry, graciousness, consideration, respect, gentility.",,,,[sound:AUDIO-Comity.mp3],
Commandeer,/ˌkämənˈdir/,"Officially take possession or control of (something), especially for military purposes.","""Telegraph and telephone lines were commandeered by the generals.""","Seize, take, take possession of, take away, requisition, appropriate, expropriate, sequestrate, sequester, confiscate, annex, take over, claim, lay claim to, pre-empt, secure.",,,,,,,[sound:AUDIO-Commandeer.mp3],
Commemorate,/kəˈmeməˌrāt/,Recall and show respect for (someone or something).,"""A wreath-laying ceremony to commemorate the war dead.""","Keep alive, keep going, keep in existence, preserve, conserve, sustain, maintain, continue, extend, carry on, keep up, cause to continue, prolong.",,,,,,,[sound:AUDIO-Commemorate.mp3],
Commence,/kəˈmens/,Begin; start.,"""His design team commenced work.""","Begin, start, start off.",,,,,,,[sound:AUDIO-Commence.mp3],
Commend,/kəˈmend/,Praise formally or officially.,"""He was commended by the judge for his courageous actions.""","Praise, compliment, congratulate, applaud, clap, cheer, toast, salute, admire, honour, glorify, extol, eulogize, sing the praises of, praise to the skies, heap praise on, go into raptures about, wax lyrical about, speak highly of, look on with favour, pay homage to, pay tribute to, take one's hat off to, pat on the back.",Present as suitable for approval or acceptance; recommend.,"""I commend her to you without reservation.""","Recommend, suggest, put forward, propose, advance.",Entrust someone or something to.,"""I commend them to your care.""","Entrust, trust, deliver, commit, hand over, give, give over, turn over, consign, assign.",[sound:AUDIO-Commend.mp3],
Commendable,/kəˈmendəb(ə)l/,Deserving praise.,"""Commendable restraint.""","Admirable, praiseworthy, laudable, estimable, meritorious, creditable, exemplary, exceptional, noteworthy, notable, honourable, worthy, deserving, respectable, sterling, fine, excellent.",,,,,,,[sound:AUDIO-Commendable.mp3],
Commensurate,/kəˈmensərət/,Corresponding in size or degree; in proportion.,"""Salary will be commensurate with experience.""","Equivalent, equal, corresponding, correspondent, comparable, proportionate, proportional.",,,,,,,[sound:AUDIO-Commensurate.mp3],
Commentary,/ˈkämənˌterē/,An expression of opinions or offering of explanations explanations about an event or situation.,"""An editorial commentary.""","Essay, dissertation, treatise, paper, discourse, tract, monograph, study, article.",,,,,,,[sound:AUDIO-Commentary.mp3],
Commingle,/kəˈmiNGɡ(ə)l/,Mix; blend.,"""The dust had commingled with the rain.""","Blend, mingle, combine, put together, stir, jumble, merge.",,,,,,,[sound:AUDIO-Commingle.mp3],
Commiserate,/kəˈmizəˌrāt/,Express or feel sympathy or pity; sympathize.,"""She went over to commiserate with rose on her unfortunate circumstances.""","Offer sympathy to, be sympathetic to, express sympathy for, send condolences to, offer condolences to, condole with, sympathize with, empathize with, feel pity for, feel sorry for, feel for, be moved by, mourn for, sorrow for, grieve for.",,,,,,,[sound:AUDIO-Commiserate.mp3],
Commission,/kəˈmiSHən/,"An instruction, command, or role given to a person or group.","""The portrait was commissioned by his widow in 1792.""","Order, put in an order for, place an order for, contract for, pay for.","Bring (something newly produced, such as a factory or machine) into working condition.","""We had a few hiccups getting the heating equipment commissioned.""",,Appoint (someone) to the rank of officer in the armed services.,"""He was commissioned after attending Midshipman school.""",,[sound:AUDIO-Commission.mp3],
Commitment,/kəˈmitmənt/,"The state or quality of being dedicated to a cause, activity, etc.","""The company's commitment to quality.""","Dedication, devotion, allegiance, loyalty, faithfulness, fidelity, bond, adherence, attentiveness.",An engagement or obligation that restricts freedom of action.,"""Business commitments.""","Responsibility, obligation, duty, tie, charge, liability, burden, pressure.",,,,[sound:AUDIO-Commitment.mp3],
Committal,/kəˈmidl/,"The action of sending a person to an institution, especially prison or a psychiatric hospital.","""His committal to prison.""","Custody, imprisonment, confinement, incarceration, internment, captivity, restraint, arrest, house arrest, remand, committal.",The burial of a corpse.,"""The funeral service was held on May 12, followed by committal at forest lawn cemetery.""","Burial, burying, interment, entombment, committal, inhumation, laying to rest, consignment to the grave.",,,,[sound:AUDIO-Committal.mp3],
Commodious,/kəˈmōdēəs/,(especially of furniture or a building) roomy and comfortable.,"""They moved to a more commodious dwelling.""","Roomy, capacious, spacious, ample, substantial, generous, sizeable, large, big, broad, wide, extensive.",Convenient.,"""For without order there can be nothing commodious, graceful and noble.""","Convenient, suitable, appropriate, fitting, fit, suited, agreeable.",,,,[sound:AUDIO-Commodious.mp3],
Commodity,/kəˈmädədē/,"A raw material or primary agricultural product that can be bought and sold, such as copper or coffee.","""Commodities such as copper and coffee.""","Item, material, type of produce, product, article, object, thing, artefact, piece of merchandise.",,,,,,,[sound:AUDIO-Commodity.mp3],
Commotion,/kəˈmōSH(ə)n/,A state of confused and noisy disturbance.,"""She was distracted by a commotion across the street.""","Disturbance, racket, uproar, tumult, ruckus, clamour, brouhaha, furore, hue and cry, palaver, fuss, stir, to-do, storm, maelstrom, melee.",,,,,,,[sound:AUDIO-Commotion.mp3],
Commute,/kəˈmyo͞ot/,A regular journey of some distance to and from one's place of work.,"""The daily commute.""",,"Reduce (a judicial sentence, especially a sentence of death) to one less severe.","""He commuted the sentences of hundreds of convicts.""","Reduce, lessen, lighten, shorten, cut, scale down, limit, curtail, attenuate, mitigate, moderate, modify, adjust.",(of two operations or quantities) have a commutative relationship.,"""Operators which do not commute with each other.""",,[sound:AUDIO-Commute.mp3],
Companionable,/kəmˈpanyənəb(ə)l/,(of a person) friendly and sociable.,"""A companionable young man.""","Friendly, affable, cordial, genial, congenial, amiable, easy-going, approachable, sympathetic, well disposed, good-natured, neighbourly, hospitable, comradely, easy to get along with.",,,,,,,[sound:AUDIO-Companionable.mp3],
Comparable,/ˈkämp(ə)rəb(ə)l/,(of a person or thing) able to be likened to another; similar.,"""Flaked stone and bone tools comparable to neanderthal man's tools.""","Similar, close, near, approximate, akin, equivalent, corresponding, commensurate, proportional, proportionate, parallel, analogous, related.",,,,,,,[sound:AUDIO-Comparable.mp3],
Comparative,/kəmˈperədiv/,A comparative adjective or adverb.,,,Of or involving comparison between two or more branches of science or subjects of study.,"""Comparative religion.""",,"(of an adjective or adverb) expressing a higher degree of a quality, but not the highest possible (e.g. braver; more fiercely).","""What i'm interested in is how the comparative adjective form wronger is pronounced.""",,[sound:AUDIO-Comparative.mp3],
Comparison,/kəmˈperəsən/,The act or instance of comparing.,"""They drew a comparison between Gandhi's teaching and that of other teachers.""","Contrast, juxtaposition, collation, differentiation.",The formation of the comparative and superlative forms of adjectives and adverbs.,,,,,,[sound:AUDIO-Comparison.mp3],
Compassion,/kəmˈpaSHən/,Sympathetic pity and concern for the sufferings or misfortunes of others.,"""The victims should be treated with compassion.""","Pity, sympathy, feeling, fellow feeling, empathy, understanding, care, concern, solicitude, solicitousness, sensitivity, tender-heartedness, soft-heartedness, warm-heartedness, warmth, love, brotherly love, tenderness, gentleness, mercy, mercifulness, leniency, lenience, tolerance, consideration, kindness, humanity, humaneness, kind-heartedness, charity, benevolence.",,,,,,,[sound:AUDIO-Compassion.mp3],
Compatible,/kəmˈpadəb(ə)l/,A computer that can use software designed for another make or type.,"""Packages available for ibm pcs and compatibles.""",,(of two things) able to exist or occur together without problems or conflict.,"""The careers structure here is not compatible with having a family.""",,,,,[sound:AUDIO-Compatible.mp3],
Compel,/kəmˈpel/,Force or oblige (someone) to do something.,"""A sense of duty compelled harry to answer her questions.""","Force, coerce into, pressurize into, pressure, impel, drive, press, push, urge, prevail on.",,,,,,,[sound:AUDIO-Compel.mp3],
Compelling,/kəmˈpeliNG/,"Evoking interest, attention, or admiration in a powerfully irresistible way.","""His eyes were strangely compelling.""","Enthralling, captivating, gripping, engrossing, riveting, spellbinding, entrancing, transfixing, mesmerizing, hypnotic, mesmeric, absorbing, fascinating, thrilling, irresistible, addictive.",,,,,,,[sound:AUDIO-Compelling.mp3],
Compendium,/kəmˈpendēəm/,"A collection of concise but detailed information about a particular subject, especially in a book or other publication.","""An invaluable compendium of useful information about language.""","Collection, compilation, anthology, treasury, digest.",,,,,,,[sound:AUDIO-Compendium.mp3],
Compensate,/ˈkämpənˌsāt/,"Give (someone) something, typically money, in recognition of loss, suffering, or injury incurred; recompense.","""Payments were made to farmers to compensate them for cuts in subsidies.""","Recompense, repay, pay back, reimburse, remunerate, recoup, requite, indemnify.",Reduce or counteract (something unwelcome or unpleasant) by exerting an opposite force or effect.,"""The manager is hoping for victory to compensate for the team's dismal league campaign.""","Make amends, make up, make restitution, make reparation, make recompense, recompense, atone, requite, pay.",,,,[sound:AUDIO-Compensate.mp3],
Competence,/ˈkämpədəns/,The ability to do something successfully or efficiently.,"""The players displayed varying degrees of competence.""","Capability, ability, competency, capacity, proficiency, accomplishment, adeptness, adroitness, knowledge, expertise, expertness, skill, skilfulness, prowess, mastery, resources, faculties, facilities, talent, bent, aptitude, artistry, virtuosity.","An income large enough to live on, typically unearned.","""He found himself with an ample competence and no obligations.""",,,,,[sound:AUDIO-Competence.mp3],
Competent,/ˈkämpədənt/,"Having the necessary ability, knowledge, or skill to do something successfully.","""A highly competent surgeon.""","Acquainted with, familiar with, with a knowledge of, with an understanding of, conversant with, au courant with, au fait with.",,,,,,,[sound:AUDIO-Competent.mp3],
Competitor,/kəmˈpedədər/,A person who takes part in an athletic contest.,"""Two competitors were banned for taking drugs.""","Contestant, contender, challenger, participant, candidate, entrant.",,,,,,,[sound:AUDIO-Competitor.mp3],
Complacent,/kəmˈplās(ə)nt/,Showing smug or uncritical satisfaction with oneself or one's achievements.,"""You can't afford to be complacent about security.""","Smug, self-satisfied, pleased with oneself, proud of oneself, self-approving, self-congratulatory, self-admiring, self-regarding.",,,,,,,[sound:AUDIO-Complacent.mp3],
Complaisance,/kəmˈplās(ə)ns/,Willingness to please others by being polite and fitting in with their plans.,"""In this definition, complaisance is fundamentally a political skill, capable of application to either national or domestic challenges.""",,,,,,,,[sound:AUDIO-Complaisance.mp3],
Complaisant,/kəmˈplāsənt/,Willing to please others; obliging; agreeable.,"""When unharnessed, northern dogs are peaceful and complaisant.""","Willing, assenting, acquiescent, agreeable, amenable, cooperative, accommodating, obliging, biddable, compliant, pliant, deferential, docile, obedient, conformable, tractable.",,,,,,,[sound:AUDIO-Complaisant.mp3],
Complement,/ˈkämpləmənt/,Add to (something) in a way that enhances or improves it; make perfect.,"""A classic blazer complements a look that's stylish or casual.""","Accompany, go with, round off, set off, suit, harmonize with, be the perfect companion to, be the perfect addition to, add the finishing touch to, add the final touch to, add to, supplement, augment, enhance, complete.","A number or quantity of something, especially that required to make a group complete.","""At the moment we have a full complement of staff.""","Amount, total, aggregate, contingent, company.","One or more words, phrases, or clauses governed by a verb (or by a nominalization or a predicative adjective) that complete the meaning of the predicate.",,,[sound:AUDIO-Complement.mp3],
Complementary,/ˌkämpləˈment(ə)rē/,Combining in such a way as to enhance or emphasize the qualities of each other or another.,"""Three guitarists playing interlocking, complementary parts.""","Harmonizing, harmonious, complementing, supportive, supporting, reciprocal, interdependent, interrelated, compatible, corresponding, matching, twin.",Relating to complementary medicine.,"""Complementary therapies such as aromatherapy.""",,,,,[sound:AUDIO-Complementary.mp3],
Complex,/ˌkämˈpleks/,Make (an atom or compound) form a complex with another.,"""The dna was complexed with the nuclear extract.""",,A related group of emotionally significant ideas that are completely or partly repressed and that cause psychic conflict leading to abnormal mental states or behavior.,,,An ion or molecule in which one or more groups are linked to a metal atom by coordinate bonds.,,,[sound:AUDIO-Complex.mp3],
Compliance,/kəmˈplīəns/,The action or fact of complying with a wish or command.,"""They must secure each other's cooperation or compliance.""","Yielding, capitulation, agreement, acceptance, consent, accession, compliance.",The property of a material of undergoing elastic deformation or (of a gas) change in volume when subjected to an applied force. it is equal to the reciprocal of stiffness.,,,,,,[sound:AUDIO-Compliance.mp3],
Compliant,/kəmˈplīənt/,"Inclined to agree with others or obey rules, especially to an excessive degree; acquiescent.","""A compliant labor force.""","Acquiescent, amenable, biddable, tractable, complaisant, accommodating, cooperative, adaptable.",Having the property of compliance.,"""The conversion of the gel to a much less compliant, rigid glass.""",,,,,[sound:AUDIO-Compliant.mp3],
Complicate,/ˈkämpləˌkāt/,Make (something) more difficult or confusing by causing it to be more complex.,"""Middlemen can complicate the process.""","Make difficult, make more difficult, make complex, make complicated, mix up.",,,,,,,[sound:AUDIO-Complicate.mp3],
Complication,/ˌkämpləˈkāSH(ə)n/,A circumstance that complicates something; a difficulty.,"""There is a complication concerning ownership of the site.""","Difficulty, problem, issue, obstacle, hurdle, stumbling block, barrier, impediment.",A secondary disease or condition aggravating an already existing one.,"""She developed complications after the surgery.""",,,,,[sound:AUDIO-Complication.mp3],
Complicit,/kəmˈplisit/,Involved with others in an illegal activity or wrongdoing.,"""All of these people are complicit in some criminal conspiracy.""",,,,,,,,[sound:AUDIO-Complicit.mp3],
Complicity,/kəmˈplisədē/,The state of being involved with others in an illegal activity or wrongdoing.,"""They were accused of complicity in the attempt to overthrow the government.""","Collusion, involvement, collaboration, connivance, abetment.",,,,,,,[sound:AUDIO-Complicity.mp3],
Compliment,/ˈkämpləmənt/,Politely congratulate or praise (someone) for something.,"""He complimented Erica on her appearance.""","Praise, commend, applaud, salute, honour, eulogize, extol, acclaim, sing the praises of, heap praise on, pay tribute to, speak highly of, speak well of, flatter, compliment, say nice things about, express admiration for, wax lyrical about, make much of, pat on the back, take one's hat off to, throw bouquets at.",,,,,,,[sound:AUDIO-Compliment.mp3],
Comply,/kəmˈplī/,(of a person or group) act in accordance with a wish or command.,"""We are unable to comply with your request.""","Abide by, act in accordance with, observe, obey, adhere to, conform to, follow, respect.",,,,,,,[sound:AUDIO-Comply.mp3],
Component,/kəmˈpōnənt/,Constituting part of a larger whole; constituent.,"""Light passed through a prism breaks up into its component colors.""","Constituent, integral.",,,,,,,[sound:AUDIO-Component.mp3],
Comport,/kəmˈpôrt/,Conduct oneself; behave.,"""Articulate students who comported themselves well in television interviews.""","Conduct oneself, acquit oneself.",Accord with; agree with.,"""The actions that comport with her own liberal views.""",,,,,[sound:AUDIO-Comport.mp3],
Composed,/kəmˈpōzd/,Having one's feelings and expression under control; calm.,"""A very talented and composed young player.""","Calm, collected, cool, calm, and collected, cool, as cool as a cucumber, cool-headed, controlled, self-controlled, serene, tranquil, relaxed, at ease, self-possessed, unruffled, unperturbed, unflustered, undisturbed, unmoved, unbothered, untroubled, unagitated.",,,,,,,[sound:AUDIO-Composed.mp3],
